trial,initial_funds,small,large,date,small_sma,large_sma,a1_name,a1_funds,a1_bitcoins,a1_worth,a2_name,a2_funds,a2_bitcoins,a2_worth
1,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
1,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.09,100.00,Random,52.46,0.04,100.00
1,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,0.00,0.09,100.90,Random,52.46,0.04,100.43
1,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,0.00,0.09,101.76,Random,52.46,0.04,100.84
1,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.09,106.29,Random,52.46,0.04,102.99
1,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.09,105.93,Random,52.46,0.04,102.82
1,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,105.12,0.00,105.12,Random,90.48,0.01,102.43
1,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,105.12,0.00,105.12,Random,90.48,0.01,103.02
1,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,105.12,0.00,105.12,Random,101.40,0.00,103.04
1,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,105.12,0.00,105.12,Random,102.70,0.00,103.03
1,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.09,105.12,Random,74.89,0.02,103.04
1,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.09,105.40,Random,74.89,0.02,103.12
1,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,106.39,0.00,106.39,Random,84.44,0.02,103.38
1,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,0.00,0.09,106.39,Random,37.36,0.05,103.25
1,100.00,50,200,2017-04-13,1239.175737,1239.175738,Greedy,0.00,0.09,103.07,Random,13.42,0.07,101.20
1,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.09,103.50,Random,13.42,0.07,101.56
1,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.09,103.26,Random,13.42,0.07,101.36
1,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.09,103.62,Random,13.42,0.07,101.66
1,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.09,105.28,Random,13.42,0.07,103.07
1,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.09,106.49,Random,13.42,0.07,104.11
1,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.09,107.31,Random,13.42,0.07,104.80
1,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,109.80,0.00,109.80,Random,53.26,0.04,106.92
1,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.09,109.80,Random,41.49,0.05,107.00
1,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.09,108.68,Random,41.49,0.05,106.33
1,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.09,109.02,Random,41.49,0.05,106.53
1,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.09,109.03,Random,41.49,0.05,106.54
1,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.09,110.36,Random,41.49,0.05,107.33
1,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.09,112.22,Random,41.49,0.05,108.44
1,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.09,116.09,Random,41.49,0.05,110.75
1,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.09,115.29,Random,41.49,0.05,110.27
2,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
2,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
2,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
2,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
2,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
2,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.09,100.00,Random,76.81,0.02,100.00
2,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,99.24,0.00,99.24,Random,95.67,0.00,99.82
2,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,0.00,0.08,99.24,Random,92.61,0.01,100.03
2,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,0.00,0.08,99.44,Random,92.61,0.01,100.04
2,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.08,98.75,Random,92.61,0.01,99.99
2,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.08,100.86,Random,60.44,0.03,100.15
2,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.08,101.13,Random,0.57,0.08,100.25
2,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.08,102.08,Random,0.57,0.08,101.19
2,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,101.39,0.00,101.39,Random,30.07,0.06,100.52
2,100.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,101.39,0.00,101.39,Random,30.07,0.06,98.32
2,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.09,101.39,Random,16.45,0.07,98.60
2,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.09,101.16,Random,6.30,0.08,98.41
2,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.09,101.51,Random,4.73,0.08,98.73
2,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.09,103.13,Random,4.73,0.08,100.23
2,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.09,104.32,Random,1.10,0.08,101.33
2,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.09,105.12,Random,0.48,0.08,102.10
2,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,0.00,0.09,107.56,Random,0.48,0.08,104.46
2,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.09,107.71,Random,0.48,0.08,104.60
2,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.09,106.62,Random,0.48,0.08,103.55
2,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.09,106.94,Random,0.48,0.08,103.86
2,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.09,106.95,Random,0.48,0.08,103.87
2,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.09,108.26,Random,0.18,0.08,105.13
2,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.09,110.08,Random,0.18,0.08,106.90
2,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.09,113.88,Random,0.18,0.08,110.59
2,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.09,113.10,Random,0.18,0.08,109.83
3,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
3,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
3,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
3,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
3,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
3,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
3,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.09,100.00,Random,26.43,0.06,100.00
3,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,0.00,0.09,104.90,Random,26.43,0.06,103.60
3,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,105.11,0.00,105.11,Random,102.65,0.00,103.76
3,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,105.11,0.00,105.11,Random,102.65,0.00,103.75
3,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,105.11,0.00,105.11,Random,102.65,0.00,103.78
3,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,105.11,0.00,105.11,Random,102.93,0.00,103.78
3,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,105.11,0.00,105.11,Random,103.17,0.00,103.79
3,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,105.11,0.00,105.11,Random,103.17,0.00,103.78
3,100.00,50,200,2017-04-13,1239.175738,1239.175737,Greedy,105.11,0.00,105.11,Random,103.76,0.00,103.76
3,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,105.11,0.00,105.11,Random,103.76,0.00,103.76
3,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,105.11,0.00,105.11,Random,103.76,0.00,103.76
3,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,105.11,0.00,105.11,Random,103.76,0.00,103.76
3,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,105.11,0.00,105.11,Random,103.76,0.00,103.76
3,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.09,105.11,Random,70.72,0.03,103.76
3,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,105.92,0.00,105.92,Random,103.79,0.00,104.02
3,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,105.92,0.00,105.92,Random,103.92,0.00,104.02
3,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.08,105.92,Random,32.25,0.06,104.02
3,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.08,104.84,Random,32.25,0.06,103.30
3,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.08,105.17,Random,32.25,0.06,103.51
3,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.08,105.18,Random,32.25,0.06,103.52
3,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.08,106.46,Random,32.25,0.06,104.39
3,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.08,108.25,Random,32.25,0.06,105.61
3,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.08,111.99,Random,32.25,0.06,108.14
3,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.08,111.22,Random,32.25,0.06,107.62
4,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
4,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.09,100.00,Random,47.03,0.05,100.00
4,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,100.90,0.00,100.90,Random,66.23,0.03,100.48
4,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,100.90,0.00,100.90,Random,66.23,0.03,100.77
4,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,100.90,0.00,100.90,Random,82.04,0.02,102.31
4,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.09,100.90,Random,42.11,0.05,102.24
4,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.09,100.13,Random,42.11,0.05,101.78
4,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,0.00,0.09,105.04,Random,42.11,0.05,104.70
4,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,0.00,0.09,105.25,Random,42.11,0.05,104.83
4,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.09,104.53,Random,23.57,0.07,104.40
4,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.09,106.75,Random,23.57,0.07,106.12
4,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.09,107.04,Random,4.85,0.08,106.34
4,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.09,108.05,Random,4.85,0.08,107.30
4,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,107.32,0.00,107.32,Random,29.15,0.06,106.61
4,100.00,50,200,2017-04-13,1239.175737,1239.175738,Greedy,0.00,0.09,107.32,Random,21.86,0.07,104.19
4,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.09,107.77,Random,21.86,0.07,104.53
4,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,107.52,0.00,107.52,Random,74.70,0.03,104.34
4,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,107.52,0.00,107.52,Random,74.70,0.03,104.44
4,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,107.52,0.00,107.52,Random,74.70,0.03,104.92
4,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,107.52,0.00,107.52,Random,74.70,0.03,105.27
4,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,107.52,0.00,107.52,Random,74.70,0.03,105.50
4,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,107.52,0.00,107.52,Random,74.70,0.03,106.22
4,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.26
4,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.13
4,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.17
4,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.17
4,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.32
4,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.53
4,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.97
4,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,107.52,0.00,107.52,Random,93.91,0.01,106.88
5,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,0.00,0.10,100.00,Random,95.59,0.00,100.00
5,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.10,104.07,Random,95.59,0.00,100.18
5,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,0.00,0.10,105.01,Random,95.59,0.00,100.22
5,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,0.00,0.10,105.90,Random,95.59,0.00,100.26
5,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.10,110.61,Random,95.59,0.00,100.47
5,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.10,110.24,Random,95.59,0.00,100.45
5,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.10,109.39,Random,95.59,0.00,100.41
5,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,0.00,0.10,114.75,Random,95.59,0.00,100.65
5,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,0.00,0.10,114.99,Random,78.07,0.02,100.66
5,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.10,114.20,Random,78.07,0.02,100.51
5,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.10,116.63,Random,78.07,0.02,100.98
5,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.10,116.95,Random,78.07,0.02,101.05
5,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.10,118.05,Random,24.10,0.06,101.26
5,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,0.00,0.10,117.25,Random,24.10,0.06,100.74
5,100.00,50,200,2017-04-13,1239.175737,1239.175738,Greedy,0.00,0.10,113.59,Random,2.21,0.08,98.35
5,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.10,114.06,Random,2.21,0.08,98.75
5,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.10,113.80,Random,2.21,0.08,98.53
5,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,114.19,0.00,114.19,Random,76.66,0.02,98.86
5,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.09,114.19,Random,32.05,0.06,99.21
5,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.09,115.51,Random,16.97,0.07,99.99
5,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.09,116.40,Random,16.97,0.07,100.63
5,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,0.00,0.09,119.10,Random,16.97,0.07,102.57
5,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.09,119.26,Random,5.72,0.08,102.68
5,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.09,118.05,Random,5.72,0.08,101.70
5,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.09,118.41,Random,5.72,0.08,102.00
5,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.09,118.42,Random,5.72,0.08,102.00
5,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.09,119.87,Random,5.72,0.08,103.18
5,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.09,121.89,Random,5.72,0.08,104.82
5,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.09,126.10,Random,5.72,0.08,108.24
5,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.09,125.23,Random,5.72,0.08,107.54
6,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
6,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.08,100.00,Random,96.47,0.00,100.00
6,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.08,100.27,Random,95.04,0.00,100.01
6,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.08,101.22,Random,95.04,0.00,100.06
6,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,0.00,0.08,100.53,Random,95.04,0.00,100.02
6,100.00,50,200,2017-04-13,1239.175737,1239.175738,Greedy,0.00,0.08,97.39,Random,48.67,0.04,99.87
6,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.08,97.80,Random,21.71,0.07,100.08
6,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.08,97.57,Random,21.71,0.07,99.90
6,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.08,97.91,Random,21.71,0.07,100.17
6,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.08,99.48,Random,21.71,0.07,101.42
6,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.08,100.62,Random,21.71,0.07,102.34
6,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.08,101.40,Random,21.71,0.07,102.96
6,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,0.00,0.08,103.75,Random,21.71,0.07,104.85
6,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.08,103.89,Random,21.71,0.07,104.96
6,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.08,102.84,Random,21.71,0.07,104.12
6,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.08,103.15,Random,21.71,0.07,104.37
6,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.08,103.16,Random,21.71,0.07,104.38
6,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,104.42,0.00,104.42,Random,75.48,0.02,105.38
6,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,104.42,0.00,104.42,Random,75.48,0.02,105.89
6,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,104.42,0.00,104.42,Random,75.48,0.02,106.94
6,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,104.42,0.00,104.42,Random,75.48,0.02,106.72
7,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
7,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
7,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
7,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,0.00,0.09,100.00,Random,21.15,0.07,100.00
7,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.09,104.45,Random,21.15,0.07,103.51
7,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.09,104.09,Random,21.15,0.07,103.23
7,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,103.30,0.00,103.30,Random,99.14,0.00,102.60
7,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,103.30,0.00,103.30,Random,100.04,0.00,102.77
7,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,0.00,0.09,103.30,Random,72.20,0.03,102.77
7,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.09,102.59,Random,72.20,0.03,102.56
7,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.09,104.77,Random,72.20,0.03,103.21
7,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.09,105.06,Random,72.20,0.03,103.30
7,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.09,106.05,Random,72.20,0.03,103.59
7,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,0.00,0.09,105.33,Random,72.20,0.03,103.38
7,100.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,0.00,0.09,102.04,Random,72.20,0.03,102.40
7,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.09,102.47,Random,72.20,0.03,102.53
7,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,102.23,0.00,102.23,Random,91.21,0.01,102.46
7,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,102.23,0.00,102.23,Random,91.21,0.01,102.50
7,100.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,102.23,0.00,102.23,Random,91.21,0.01,102.68
7,100.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,102.23,0.00,102.23,Random,91.21,0.01,102.81
7,100.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,102.23,0.00,102.23,Random,91.21,0.01,102.90
7,100.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.17
7,100.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.18
7,100.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.11
7,100.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.13
7,100.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.13
7,100.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.21
7,100.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.33
7,100.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.57
7,100.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,102.23,0.00,102.23,Random,96.37,0.01,103.52
8,100.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
8,100.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
8,100.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
8,100.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
8,100.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,100.00,0.00,100.00,Random,100.00,0.00,100.00
8,100.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.09,100.00,Random,8.56,0.08,100.00
8,100.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.09,99.24,Random,1.23,0.09,99.30
8,100.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,0.00,0.09,104.10,Random,1.23,0.09,104.10
8,100.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,104.31,0.00,104.31,Random,64.79,0.03,104.31
8,100.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,104.31,0.00,104.31,Random,101.73,0.00,104.04
8,100.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,104.31,0.00,104.31,Random,101.73,0.00,104.09
8,100.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,104.31,0.00,104.31,Random,101.73,0.00,104.10
8,100.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.09,104.31,Random,93.55,0.01,104.12
8,100.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,103.60,0.00,103.60,Random,94.88,0.01,104.05
8,100.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,103.60,0.00,103.60,Random,94.88,0.01,103.76
8,100.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,103.60,0.00,103.60,Random,94.88,0.01,103.80
8,100.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,103.60,0.00,103.60,Random,95.76,0.01,103.78
8,100.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,103.60,0.00,103.60,Random,95.76,0.01,103.81
